DEPT,AVTX,BVTX,CILD,CNDL,CNLS,CNPOR,CNSS,GR,LSPD,LTEN,RILD,RILM,RLL3,RxoRt,SP,MCAL,MI,MN,ITT,DT,SPOR,DCAL,RHOB,RHOC,DPOR
4142,0,0,277.0675,15.5833,24.7182,24.7182,27.6227,92.4157,-30.13,2073.9836,3.6092,3.621,5.3979,-16.0278,-50.2283,8.8823,2.0713,2.2434,0,87.6737,28.3407,8.5401,2.4837,0.1844,13.2324
4142.5,0,0,278.8918,16.6384,25.6611,25.6611,28.4468,94.5631,-30.13,2074.6687,3.5856,3.5919,5.2569,-15.5244,-50.5158,8.979,2.0205,2.0957,0,88.3158,28.7948,8.6088,2.4873,0.1919,13.0241
4143,0,0,281.9737,18.7374,27.6865,27.6865,30.2686,95.4127,-30,2071.4482,3.5464,3.5506,5.2036,-15.3542,-50.7007,9.0191,2.0467,2.0204,0,89.1082,29.3552,8.6161,2.4943,0.1935,12.6168
4143.5,0,0,287.1686,20.3899,29.079,29.079,31.5871,96.4654,-30,2063.626,3.4823,3.4999,5.1988,-15.6573,-50.7824,9.0585,2.1022,2.0058,0,89.8356,29.8696,8.618,2.5025,0.1889,12.1334
4144,0,0,294.3277,21.6649,30.1121,30.1121,32.6137,99.3522,-30.37,2080.8611,3.3976,3.4431,5.1778,-16.2646,-50.8005,9.0901,1.9748,2.0042,0,90.4538,30.3068,8.633,2.5091,0.1804,11.7464
4144.5,0,0,302.0819,23.1793,31.1556,31.1556,33.6917,102.7374,-30.13,2096.8425,3.3104,3.3845,5.1325,-16.8595,-50.802,9.0367,1.6612,1.8907,0,91.0385,30.7203,8.6568,2.5118,0.1712,11.5917
4145,0,0,308.9347,22.8707,30.8998,30.8998,33.425,108.9819,-30.37,2083.9802,3.2369,3.3296,5.0265,-17.2443,-50.8134,8.9087,1.4283,1.6767,0,91.675,31.1705,8.6651,2.5106,0.1636,11.6617
4145.5,0,0,314.0975,20.1424,28.8644,28.8644,31.3794,119.1607,-30.25,2056.8804,3.1837,3.2851,4.9231,-17.4491,-50.839,8.8135,1.441,1.5356,0,92.3605,31.6552,8.6684,2.5071,0.1587,11.8672
4146,0,0,317.3602,17.2171,26.2128,26.2128,28.9346,129.5741,-29.88,2057.9978,3.151,3.2582,4.8958,-17.6345,-50.8838,8.8013,1.6286,1.469,0,92.942,32.0665,8.646,2.5004,0.1575,12.2596
4146.5,0,0,318.677,15.9527,25.0468,25.0468,27.9088,134.3419,-29.88,2059.0713,3.138,3.257,4.8755,-17.9417,-50.9781,8.8501,1.8085,1.4483,0,93.1511,32.2144,8.592,2.487,0.1615,13.0388
4147,0,0,317.6342,16.8224,25.8314,25.8314,28.5968,130.5051,-29.63,2099.9031,3.1483,3.2916,4.932,-18.3179,-51.1777,8.9284,1.8953,1.4891,0,92.7853,31.9557,8.56,2.4644,0.1712,14.3598
4147.5,0,0,312.9508,15.55,24.6884,24.6884,27.5968,121.2966,-29.88,2124.1833,3.1954,3.3754,5.2136,-18.428,-51.5416,8.9539,1.8428,1.5728,0,91.8811,31.3162,8.5063,2.433,0.1851,16.1967
4148,0,0,302.753,11.4382,20.7028,20.7028,24.1273,111.7381,-30,2114.1777,3.303,3.5269,5.3182,-17.9909,-52.1085,8.8375,1.6886,1.613,0,90.5966,30.4078,8.3287,2.4004,0.2028,18.1059
4148.5,0,0,286.4477,8.9985,17.9982,17.9982,21.6684,105.6976,-30.25,2114.3489,3.491,3.7688,5.0808,-17.5792,-52.8962,8.6597,1.7265,1.6992,0,88.8512,29.1734,8.2012,2.3836,0.2251,19.0888
4149,0,0,266.1112,7.7431,16.3148,16.3148,20.0955,99.9768,-30.37,2077.4312,3.7578,4.1233,5.2208,-18.8897,-53.9168,8.58,2.8136,2.4094,1,86.1948,27.2948,8.289,2.3982,0.2465,18.2336
4149.5,0,0,244.4986,6.3673,14.2268,14.2268,18.1305,90.6336,-30.25,2051.2058,4.09,4.6023,5.8711,-23.1965,-55.1827,8.5303,8.3341,5.6009,1,82.2148,24.4801,8.3255,2.4442,0.2524,15.544
4150,0,0,222.8848,5.0732,12.2886,12.2886,16.2794,78.8026,-30.13,2049.8516,4.4866,5.1893,7.9225,-29.304,-56.6825,8.363,22.4095,13.5144,0,77.1384,20.8899,8.1674,2.5046,0.2299,12.0117
4150.5,0,0,202.2221,4.1139,11.0127,11.0127,15.035,67.0698,-30,2081.0146,4.9451,5.8225,12.6024,-34.3067,-58.3415,8.1631,37.2326,21.4997,0,71.9952,17.2526,7.9262,2.5535,0.1807,9.1549
4151,0,0,184.1039,3.6044,10.5878,10.5878,14.6159,59.6816,-30.13,2092.1375,5.4317,6.3956,17.307,-35.9496,-60.006,8.0582,38.9613,22.1404,0,68.1013,14.4988,7.8543,2.5717,0.1238,8.0886
4151.5,0,0,169.1614,4.0324,10.9399,10.9399,14.9633,56.6261,-30.13,2088.4961,5.9115,6.7976,16.7011,-33.41,-61.4773,8.0287,27.3944,17.5648,0,66.2408,13.183,7.85,2.5649,0.0819,8.4852
4152,0,0,157.6858,4.7504,11.7654,11.7654,15.772,56.3658,-30,2085.8127,6.3417,6.9677,13.0984,-27.3746,-62.5842,8.0223,15.1747,12.5607,0,66.2358,13.1795,7.8499,2.5519,0.0613,9.2431
4152.5,0,0,151.1531,5.3833,12.8124,12.8124,16.7838,60.5745,-30,2081.1982,6.6158,6.9169,9.8658,-20.1,-63.2497,8.0158,9.6665,8.5011,0,67.2657,13.9079,7.8544,2.5407,0.0524,9.9032
4153,0,0,150.5075,5.8654,13.5396,13.5396,17.4786,66.9354,-29.76,2092.542,6.6442,6.7059,8.5037,-14.2568,-63.5114,8.0048,8.5505,6.4924,0,68.5372,14.8071,7.8666,2.5295,0.0468,10.5546
4153.5,0,0,154.9885,5.8731,13.5504,13.5504,17.4888,69.7592,-29.76,2114.2439,6.4521,6.4087,8.1849,-11.2326,-63.4869,7.9954,9.2643,7.0819,0,69.666,15.6054,7.8744,2.5188,0.0436,11.1802
4154,0,0,162.8654,5.7435,13.3658,13.3658,17.313,69.0709,-29.76,2124.1775,6.14,6.0885,7.9575,-10.6147,-63.3084,7.9889,10.2309,8.3252,0,70.6406,16.2946,7.8766,2.5125,0.0447,11.5512
4154.5,0,1,172.3751,5.9061,13.5967,13.5967,17.5329,69.5273,-29.76,2128.917,5.8013,5.7879,7.652,-11.2619,-63.0645,7.9837,10.8852,8.1442,0,71.6027,16.9751,7.8768,2.5132,0.0495,11.5074
4155,0,0,181.9788,6.3403,14.19,14.19,18.0957,72.3101,-29.63,2103.6028,5.4951,5.5285,7.4304,-12.3707,-62.7745,7.9774,10.6689,6.9746,0,72.6048,17.6837,7.8768,2.5198,0.0547,11.1221
4155.5,0,0,190.3728,6.8116,14.8598,14.8598,18.728,74.1677,-29.63,2102.6265,5.2529,5.3179,7.2489,-13.6074,-62.4002,7.9723,10.1853,5.9315,0,73.4564,18.286,7.8768,2.5279,0.057,10.6512
4156,0,0,196.7361,7.421,15.885,15.885,19.692,72.812,-29.76,2120.8933,5.083,5.157,7.3168,-14.7879,-61.8806,7.9702,9.7397,5.3876,0,73.8487,18.5634,7.8761,2.5322,0.0552,10.3974
4156.5,0,0,201.0345,8.6457,17.5119,17.5119,21.216,72.6206,-29.76,2129.9087,4.9743,5.0479,7.5908,-15.6815,-61.1695,7.9646,8.5322,5.1788,0,73.7268,18.4772,7.8763,2.5302,0.0521,10.5156
4157,0,0,203.4773,9.8939,18.8972,18.8972,22.4981,77.9713,-29.76,2108.4807,4.9146,4.9987,7.5636,-16.0445,-60.2603,7.9556,7.3583,4.8847,0,73.4374,18.2726,7.8788,2.5241,0.0529,10.8686
4157.5,0,0,204.0799,9.6646,18.6792,18.6792,22.2978,85.6484,-29.88,2082.6897,4.9,5.0251,7.3197,-15.8555,-59.1912,7.9471,6.8483,4.5349,0,73.3897,18.2389,7.8807,2.5206,0.0621,11.0736
4158,0,0,202.8635,7.7838,16.3643,16.3643,20.142,89.6342,-29.76,2085.0122,4.9294,5.151,7.1182,-15.42,-58.0344,7.9456,6.6948,4.3175,0,73.6856,18.4481,7.8847,2.5276,0.0823,10.6681
4158.5,0,0,199.6543,5.8519,13.5206,13.5206,17.4605,87.4346,-29.88,2112.8926,5.0087,5.4075,7.1964,-15.2238,-56.869,7.9612,6.0554,4.1296,0,74.0822,18.7286,7.8901,2.5508,0.1118,9.3092
4159,0,0,193.3638,4.7116,11.7081,11.7081,15.7161,76.4009,-30,2117.177,5.1716,5.831,7.4408,-15.946,-55.7488,7.9859,5.467,4.5306,0,74.1255,18.7592,7.8968,2.5892,0.1417,7.0632
4159.5,0,0,181.7915,3.6729,10.6432,10.6432,14.6707,58.7567,-29.76,2122.1638,5.5008,6.4578,7.274,-18.3894,-54.685,7.9995,8.1577,8.0399,0,73.3277,18.195,7.913,2.6314,0.1574,4.5978
4160,0,0,164.673,2.7557,8.7058,8.7058,12.7386,45.6618,-29.88,2105.6299,6.0726,7.3136,7.9585,-22.524,-53.6561,7.9937,13.2253,13.267,0,71.4024,16.8334,7.8902,2.6585,0.1485,3.0115
4160.5,0,0,145.8676,1.8929,6.5277,6.5277,10.5417,40.7995,-29.88,2089.7754,6.8555,8.3972,13.669,-26.8567,-52.6369,7.9782,14.888,15.33,0,68.4823,14.7683,7.856,2.6552,0.1189,3.202
4161,0,0,127.8266,1.569,5.3657,5.3657,9.3684,40.0872,-30,2109.1475,7.8231,9.667,18.9808,-29.2675,-51.6187,7.971,14.8305,17.2457,0,65.1685,12.4247,7.851,2.6267,0.0857,4.8733
4161.5,0,0,109.3133,1.3902,4.9791,4.9791,8.979,40.5859,-30.13,2095.3159,9.148,11.0436,20.0529,-28.1914,-50.607,7.9733,16.7003,19.3194,0,62.2551,10.3643,7.8505,2.5989,0.0649,6.4953
4162,0,0,91.6121,1.3784,4.9538,4.9538,8.9535,41.2218,-30,2086.5999,10.9156,12.4318,20.5781,-24.2212,-49.6115,7.9692,17.6281,18.2588,0,60.2654,8.9571,7.8509,2.5929,0.0596,6.8483
4162.5,0,0,78.6021,1.4076,5.0163,5.0163,9.0164,41.895,-30,2096.7263,12.7223,13.7416,21.0695,-19.7979,-48.6457,7.9586,18.545,17.0757,0,59.2708,8.2537,7.8552,2.6076,0.0626,5.9876
4163,0,0,70.8635,1.3934,4.986,4.986,8.9859,42.9654,-29.88,2110.2458,14.1116,14.8901,22.8936,-16.0933,-47.7347,7.9557,18.3089,17.2209,0,59.0766,8.1164,7.8592,2.6291,0.0666,4.7329
4163.5,0,0,66.203,1.3704,4.9364,4.9364,8.936,45.122,-29.76,2118.9468,15.1051,15.7968,22.9742,-12.3077,-46.916,7.957,14.7304,15.0766,1,59.4136,8.3548,7.8607,2.646,0.0674,3.7418
4164,0,0,63.2242,1.4421,5.09,5.09,9.0906,48.6046,-29.76,2107.3477,15.8167,16.3813,18.9658,-8.152,-46.2282,7.9543,11.7216,11.8847,1,60.0024,8.7711,7.8647,2.6568,0.0647,3.1126
4164.5,0,0,61.5529,1.6038,5.4448,5.4448,9.4482,53.6946,-29.76,2106.8088,16.2462,16.5547,16.3433,-4.6902,-45.7001,7.9549,11.5385,10.5978,0,60.6099,9.2008,7.8724,2.6638,0.0597,2.7021
4165,0,0,61.1707,1.789,5.9573,5.9573,9.9655,59.8044,-30.13,2103.2217,16.3477,16.2049,16.5313,-3.1858,-45.3487,7.9591,13.4476,11.9781,0,61.1244,9.5647,7.8786,2.6667,0.0543,2.5333
4165.5,0,0,62.2327,1.9324,6.7485,6.7485,10.7648,64.7542,-30.86,2069.5217,16.0687,15.2352,17.966,-3.6207,-45.1831,7.9603,15.4422,14.391,0,61.6309,9.9228,7.8815,2.6618,0.0513,2.8208
4166,0,0,65.4458,2.4493,7.9006,7.9006,11.9281,69.4427,-31.6,2017.4729,15.2798,13.6858,19.0093,-4.9268,-45.2082,7.9632,15.4586,15.1978,0,62.4777,10.5217,7.8851,2.6467,0.0556,3.7022
4166.5,0,0,72.3393,2.8222,9.4699,9.4699,13.5043,85.1842,-31.6,1955.5066,13.8237,11.8168,18.2621,-6.1643,-45.4254,7.9728,13.4374,13.2632,0,64.1908,11.7333,7.8928,2.6231,0.0727,5.082
4167,0,0,83.3219,4.6171,11.5748,11.5748,15.5861,119.773,-31.6,1893.787,12.0016,9.9902,15.2777,-6.0744,-45.8274,7.9919,9.9609,9.6739,0,67.1472,13.824,7.9001,2.5932,0.1031,6.8277
4167.5,0,0,96.5982,6.1198,13.8911,13.8911,17.8125,154.5552,-31.23,1893.3696,10.3522,8.4669,10.638,-3.4439,-46.3918,8.0238,6.0809,5.9076,0,71.2073,16.6954,7.9155,2.5601,0.1398,8.7675
4168,0,0,110.6528,7.3615,15.7928,15.7928,19.6054,172.7129,-30.62,1974.1772,9.0373,7.3355,6.9488,0.7131,-47.0783,8.0641,3.8312,3.5655,0,75.5683,19.7796,7.9732,2.5333,0.1739,10.3325
4168.5,0,0,124.5042,8.7865,17.7199,17.7199,21.4097,179.5496,-30.37,1994.078,8.0319,6.5666,5.4772,3.0836,-47.8378,8.1058,2.8175,2.5579,0,78.9895,22.1991,8.0627,2.5245,0.198,10.8462
4169,0,0,136.2019,11.8498,21.1503,21.1503,24.5227,173.4337,-30.13,1978.5662,7.342,6.0833,5.6047,1.0182,-48.6357,8.1227,2.9214,2.4075,0,80.4517,23.2332,8.0782,2.5325,0.204,10.3816
4169.5,0,0,145.337,16.3947,25.4402,25.4402,28.2528,149.3141,-30.25,2042.5732,6.8806,5.7979,7.5111,-4.4822,-49.4705,8.091,3.8218,3.0649,0,79.868,22.8204,7.9741,2.5393,0.1885,9.9853
4170,0,0,154.102,18.5078,27.4803,27.4803,30.0786,121.687,-30.62,2085.0627,6.4892,5.6263,9.8634,-10.3867,-50.3688,8.0509,3.5105,3.3934,0,78.1366,21.5959,7.8779,2.5245,0.1617,10.8455
4170.5,0,0,163.5167,18.3948,27.3763,27.3763,29.9833,106.4848,-30.74,2028.6378,6.1156,5.495,9.864,-14.6104,-51.3524,8.0597,2.4887,3.0829,0,76.4898,20.4312,7.8668,2.4885,0.1454,12.9546
4171,0,0,171.7342,16.1518,25.2234,25.2234,28.063,100.0515,-30.99,1981.6498,5.823,5.3515,8.3174,-16.4202,-52.4051,8.1582,2.267,3.0803,0,75.8491,19.9782,7.9632,2.4526,0.1536,15.0528
4171.5,0,0,177.556,13.8277,23.0288,23.0288,26.1597,96.641,-30.74,1963.9146,5.632,5.1712,9.2395,-15.9423,-53.4668,8.3897,2.0134,2.7169,0,76.5839,20.4978,8.2635,2.4333,0.179,16.1826
4172,0,0,183.1191,14.7237,23.9272,23.9272,26.937,98.4862,-30.5,1986.2789,5.4609,4.9549,8.7574,-13.6803,-54.4622,8.6974,1.6071,2.0187,0,78.5767,21.9072,8.5824,2.4299,0.2056,16.3818
4172.5,0,0,191.7601,17.945,26.9458,26.9458,29.5916,102.745,-30.99,2004.0167,5.2148,4.7181,6.2785,-10.4832,-55.3343,8.91,1.5261,1.7346,0,81.4447,23.9354,8.7171,2.4324,0.2215,16.2337
4173,0,0,203.7561,20.7115,29.3657,29.3657,31.8675,104.2424,-31.11,1967.3181,4.9078,4.4794,5.2798,-7.4163,-56.0564,8.9548,1.5511,1.6137,0,84.6583,26.2081,8.7488,2.4314,0.2221,16.295
4173.5,0,0,217.2656,23.4204,31.393,31.393,33.9398,105.8599,-31.36,1967.806,4.6027,4.2541,4.985,-5.5068,-56.619,8.9267,1.5747,1.5126,0,87.564,28.2631,8.7554,2.4241,0.209,16.7174
4174,0,0,231.8961,24.6613,32.3412,32.3412,34.9291,108.5268,-31.6,1959.6947,4.3123,4.0536,4.7669,-5.2302,-57.0087,8.9338,1.5244,1.4574,0,89.684,29.7624,8.7578,2.414,0.1882,17.3074
4174.5,0,0,246.7023,22.9551,30.9642,30.9642,33.492,109.2687,-31.36,1943.7306,4.0535,3.8857,4.6888,-5.9986,-57.2028,8.9854,1.4532,1.4171,0,91.0753,30.7463,8.7473,2.4036,0.167,17.9167
4175,0,0,259.3456,20.4918,29.1696,29.1696,31.6753,109.4583,-30.99,1943.4581,3.8559,3.756,4.6031,-6.8927,-57.1858,9.011,1.473,1.3937,0,92.1745,31.5237,8.7238,2.3925,0.1515,18.5699
4175.5,0,0,268.8928,20.672,29.3306,29.3306,31.8329,110.818,-30.74,1921.3612,3.719,3.6701,4.4486,-7.6116,-56.9719,8.9436,1.6239,1.4016,0,93.2794,32.3051,8.7123,2.3818,0.1451,19.1958
4176,0,0,275.1069,22.4655,30.6219,30.6219,33.1366,109.8646,-30.74,1918.9304,3.635,3.6351,4.3638,-8.2967,-56.6139,8.7962,1.7762,1.4401,0,94.2658,33.0027,8.6989,2.3765,0.1481,19.5038
4176.5,1,0,277.0135,22.5401,30.6705,30.6705,33.187,106.3237,-30.37,1992.6025,3.6099,3.662,4.4092,-9.0817,-56.189,8.6563,1.7932,1.4983,1,94.7466,33.3427,8.6458,2.3809,0.1577,19.2484
4177,0,0,273.747,19.2756,28.147,28.147,30.6974,107.7984,-30.5,2052.5266,3.653,3.768,4.622,-10.1967,-55.7737,8.5878,1.7499,1.5704,0,94.3607,33.0698,8.5398,2.3953,0.1689,18.4062
4177.5,0,0,264.8438,13.6466,22.8404,22.8404,25.9966,113.8031,-30.37,2022.0193,3.7758,3.9791,4.8335,-12.6502,-55.4298,8.5731,1.7846,1.6433,0,92.8646,32.0117,8.4733,2.4197,0.1771,16.9782
4178,0,0,249.76,9.3544,18.3804,18.3804,22.0223,112.7081,-30,1985.6693,4.0038,4.3328,4.9696,-18.5999,-55.2035,8.5529,2.1224,1.8896,0,89.9902,29.9789,8.4541,2.4572,0.1784,14.7817
4178.5,0,0,228.1813,6.8253,14.8811,14.8811,18.7481,102.5313,-30,2034.1638,4.3825,4.8807,5.5643,-28.9576,-55.1247,8.4785,3.5334,2.9709,0,85.3756,26.7154,8.3648,2.5109,0.1698,11.6429
4179,0,0,201.9067,4.4369,11.3472,11.3472,15.3635,87.5854,-29.76,2068.1172,4.9528,5.6908,9.0957,-40.6547,-55.1898,8.3499,8.4156,6.986,0,78.9387,22.1631,8.1076,2.5754,0.1495,7.8698
4179.5,0,0,175.419,2.6401,8.3202,8.3202,12.3508,69.5334,-29.63,2083.5483,5.7006,6.8447,20.2751,-49.5553,-55.3433,8.2002,20.1678,17.7482,0,71.472,16.8826,7.9182,2.6348,0.1199,4.3963
4180,0,0,151.3811,1.882,6.4559,6.4559,10.4691,51.9296,-29.63,2090.2156,6.6058,8.4233,32.8187,-53.3213,-55.4813,8.0609,36.0938,34.4231,0,64.6015,12.0237,7.8841,2.6734,0.0892,2.1392
4180.5,0,0,128.7492,1.6241,5.4923,5.4923,9.4962,40.5947,-29.63,2115.9885,7.767,10.4677,35.5457,-51.0612,-55.4882,7.9688,46.4276,47.8725,0,59.8689,8.6768,7.8954,2.6897,0.0654,1.1848
4181,0,0,105.9945,1.4141,5.0301,5.0301,9.0303,37.1713,-29.51,2130.8767,9.4345,12.9038,30.3403,-43.1111,-55.2828,7.9352,44.1841,48.6828,0,57.7801,7.1995,7.9309,2.6915,0.0489,1.0793
4181.5,0,0,83.4954,1.2937,4.7693,4.7693,8.7679,38.3947,-30,2103.9009,11.9767,15.434,24.1772,-31.3589,-54.8428,7.9284,33.5869,38.4649,0,57.665,7.1181,7.9616,2.684,0.0348,1.518
4182,0,1,65.7093,1.2485,4.668,4.668,8.666,42.7987,-30,2096.5417,15.2185,17.4809,20.6626,-20.1669,-54.1942,7.9235,28.3175,28.6677,0,58.3546,7.6058,7.976,2.6708,0.022,2.2952
4182.5,0,0,57.3485,1.3608,4.9157,4.9157,8.9152,51.2105,-30,2100.9607,17.4372,18.3829,25.2317,-14.3105,-53.3835,7.9208,32.9536,26.4554,0,58.9931,8.0574,7.9805,2.6561,0.0131,3.1546
4183,0,0,57.7964,1.6574,5.5727,5.5727,9.5772,61.7603,-30,2090.9438,17.3021,17.8734,31.4273,-13.313,-52.459,7.9188,36.8686,28.2067,0,59.388,8.3366,7.9804,2.6408,0.0097,4.0439
4183.5,0,0,62.5484,1.8746,6.4069,6.4069,10.4196,70.3767,-29.88,2081.0125,15.9876,16.3279,24.9137,-12.0533,-51.4743,7.9186,31.0069,25.272,0,59.8676,8.6758,7.9791,2.6185,0.0117,5.3529
4184,0,0,67.8436,2.0249,7.069,7.069,11.0887,76.6965,-30,2087.5542,14.7398,14.4166,15.0061,-7.5725,-50.5019,7.924,21.1991,18.2448,0,60.8926,9.4007,7.9783,2.58,0.0217,7.6037
4184.5,0,0,72.9157,2.3685,7.7506,7.7506,11.7768,80.9637,-30.25,2097.0608,13.7145,12.6459,11.3755,-1.3807,-49.631,7.9344,15.0135,13.0081,0,62.6413,10.6374,7.9819,2.5314,0.0499,10.4473
4185,0,0,78.3457,2.7955,8.9516,8.9516,12.9853,80.1249,-30.25,2084.2661,12.7639,11.2318,10.6986,3.5644,-48.9403,7.9541,11.1404,9.8226,0,64.832,12.1867,8.0118,2.4984,0.1047,12.3742
4185.5,0,0,84.2464,3.468,10.4756,10.4756,14.5049,75.3094,-30.13,2078.4597,11.8699,10.1925,9.9246,6.1502,-48.4607,7.9902,6.8815,6.7777,0,66.8908,13.6427,8.0828,2.4995,0.1722,12.3116
4186,0,0,90.507,4.5041,11.4282,11.4282,15.4428,71.6599,-30.25,2070.9043,11.0489,9.4564,8.8349,6.8914,-48.1606,8.0495,3.3987,4.3746,0,68.3107,14.6469,8.1123,2.5274,0.2205,10.6766
4186.5,0,0,97.1606,4.6414,11.6082,11.6082,15.6186,70.2914,-30.25,2064.3457,10.2922,8.9252,8.0778,6.1802,-47.9703,8.1218,1.9887,3.3569,0,68.9402,15.0921,8.0613,2.5615,0.2265,8.6824
4187,0,0,103.9508,4.5792,11.5242,11.5242,15.5366,68.4966,-30.37,2076.5356,9.6199,8.5072,8.3607,4.2811,-47.8271,8.1665,1.9113,3.3143,0,69.0237,15.1511,8.0264,2.581,0.1939,7.5435
4187.5,0,0,110.2941,4.6987,11.6893,11.6893,15.6977,67.0309,-30.62,2044.3687,9.0667,8.1376,8.8597,1.9366,-47.7035,8.1536,2.5351,3.8105,0,69.0352,15.1593,8.0381,2.5775,0.1545,7.7486
4188,0,0,116.0788,5.1713,12.4555,12.4555,16.4406,69.4835,-30.13,2021.6716,8.6148,7.785,8.8112,-0.0529,-47.6013,8.1054,3.4439,4.2564,0,69.4449,15.449,8.0648,2.5657,0.144,8.4376
4188.5,0,0,121.5938,5.9688,13.6839,13.6839,17.6158,75.1723,-30.25,2035.1669,8.2241,7.4439,8.7577,-1.2597,-47.5238,8.074,4.2443,4.1138,0,70.4874,16.1862,8.086,2.5631,0.166,8.5928
4189,0,0,126.5196,6.5962,14.5431,14.5431,18.4294,80.0873,-30.25,2055.4731,7.9039,7.1175,8.4489,-1.4436,-47.4576,8.0864,4.2694,3.481,0,72.0216,17.2713,8.1247,2.5678,0.1976,8.3144
4189.5,0,0,131.0643,6.5868,14.5297,14.5297,18.4167,82.4106,-29.76,2120.0674,7.6298,6.8031,7.7864,-0.898,-47.3773,8.1251,3.3424,3.0061,0,73.586,18.3777,8.2332,2.5714,0.2208,8.1044
4190,0,0,136.7737,6.7885,14.8244,14.8244,18.6947,84.9862,-29.27,2120.2476,7.3113,6.4892,7.1664,-0.5697,-47.2665,8.1515,2.9676,3.4431,0,74.6807,19.1519,8.3335,2.5688,0.2299,8.2552
4190.5,0,0,144.7591,7.5091,16.0127,16.0127,19.8119,89.9305,-29.51,2097.0859,6.908,6.1644,6.7917,-1.1234,-47.1299,8.1494,3.1583,4.361,0,75.142,19.4781,8.2963,2.5557,0.225,9.0211
4191,0,0,155.5339,8.4963,17.2836,17.2836,21.0029,94.4876,-29.27,2179.2131,6.4295,5.8293,7.1023,-2.4308,-46.992,8.1422,3.2028,4.3198,1,75.2812,19.5765,8.1941,2.5285,0.2115,10.6148
4191.5,0,0,168.9422,9.5798,18.5987,18.5987,22.2237,96.2911,-29.76,2197.1318,5.9192,5.4993,7.0085,-3.7837,-46.8813,8.1727,3.3139,3.5167,0,75.641,19.831,8.2195,2.4909,0.2011,12.8103
4192,0,0,181.6885,11.0074,20.14,20.14,23.6256,95.6663,-29.88,2132.1411,5.5039,5.1948,5.9241,-4.3266,-46.8187,8.2615,3.1006,2.8987,0,76.5581,20.4796,8.432,2.4561,0.2027,14.8475
4192.5,0,0,190.3308,11.9101,21.2079,21.2079,24.5734,94.4369,-30,2096.1238,5.254,4.9279,5.2687,-4.2986,-46.8132,8.3615,3.0736,2.6594,0,77.8404,21.3865,8.6438,2.4356,0.2143,16.0469
4193,0,0,196.1736,12.602,21.8229,21.8229,25.1122,93.4367,-30,2106.3652,5.0975,4.6972,5.4008,-4.9877,-46.8614,8.3954,4.0643,2.8752,0,78.9132,22.1451,8.7282,2.4305,0.2272,16.3466
4193.5,0,0,202.866,12.5814,21.8048,21.8048,25.0964,92.8246,-30,2102.6477,4.9294,4.4928,6.003,-6.8662,-46.9511,8.3696,5.3231,3.378,0,79.4243,22.5066,8.7447,2.4336,0.2346,16.1646
4194,0,0,212.3518,12.0631,21.3491,21.3491,24.6974,93.7446,-30,2087.6743,4.7092,4.307,6.4028,-9.06,-47.0684,8.3626,5.5097,3.5792,0,79.652,22.6676,8.6436,2.4384,0.236,15.8806
4194.5,0,0,224.0089,11.7384,21.0397,21.0397,24.4253,96.8893,-29.76,2095.917,4.4641,4.1403,6.1746,-10.4856,-47.2103,8.4093,4.5677,3.2356,0,80.2154,23.0661,8.4813,2.444,0.234,15.5584
4195,0,0,235.6844,11.2549,20.4696,20.4696,23.9201,102.7723,-30,2110.0205,4.243,3.9996,5.5742,-10.828,-47.3932,8.4822,3.4262,2.6804,0,81.4218,23.9193,8.5396,2.4491,0.2289,15.2547
4195.5,0,0,244.9731,10.9665,20.0862,20.0862,23.5774,110.8605,-30.37,2092.0723,4.0821,3.8898,4.9764,-10.6447,-47.6486,8.5257,3.3298,2.4669,0,82.9331,24.988,8.6924,2.4481,0.2177,15.3132
4196,0,0,250.6665,12.2579,21.5222,21.5222,24.8493,117.7031,-30.37,2072.1807,3.9894,3.8089,4.9154,-10.7512,-48.0059,8.4827,3.7663,2.5726,0,84.0887,25.8053,8.753,2.4363,0.2019,16.0039
4196.5,0,0,253.9551,15.4626,24.61,24.61,27.5287,122.4619,-30.5,2087.9431,3.9377,3.7469,5.2767,-11.4442,-48.4726,8.3551,4.0982,2.6703,0,84.5881,26.1585,8.7107,2.4181,0.1917,17.0676
4197,0,0,257.4151,17.7613,26.7624,26.7624,29.4261,126.788,-30.86,2042.8535,3.8848,3.6914,5.6002,-12.3504,-49.024,8.2398,4.3179,2.6883,0,84.8192,26.3219,8.505,2.4023,0.1972,17.9947
4197.5,0,0,262.5316,18.7664,27.7121,27.7121,30.2923,128.2976,-30.37,2000.2402,3.8091,3.635,5.5116,-12.9262,-49.6007,8.255,3.7408,2.4031,0,85.4982,26.8021,8.3474,2.391,0.2166,18.6528
4198,0,0,268.4272,18.7942,27.7366,27.7366,30.3149,124.8168,-29.88,2053.2512,3.7254,3.5792,5.1837,-12.8744,-50.1203,8.412,2.6731,1.9587,0,87.0398,27.8924,8.3593,2.381,0.2388,19.2402
4198.5,0,0,272.5927,18.1898,27.1835,27.1835,29.8073,116.8524,-29.63,2071.512,3.6685,3.5341,4.9735,-12.2208,-50.5035,8.5933,1.9037,1.747,0,89.2321,29.4428,8.3966,2.3707,0.2543,19.8418
4199,0,0,272.8299,18.2092,27.2021,27.2021,29.8242,108.6622,-29.27,2036.4349,3.6653,3.5131,4.7547,-11.3144,-50.7113,8.6847,1.6019,1.6384,0,91.3399,30.9334,8.4068,2.3612,0.2592,20.3971
