DEPT,AVTX,BVTX,CILD,CNDL,CNLS,CNPOR,CNSS,GR,LSPD,LTEN,RILD,RILM,RLL3,RxoRt,SP,MCAL,MI,MN,ITT,DT,SPOR,DCAL,RHOB,RHOC,DPOR
4085,0,0,125.5761,7.2884,15.6736,15.6736,19.4935,208.1627,-30.86,2045.5701,7.9633,6.7379,7.0362,-20.5491,-61.5936,8.4623,4.9762,3.8814,0,76.561,20.4816,8.5549,2.2668,0.1832,25.9206
4085.5,0,0,135.862,7.104,15.3519,15.3519,19.1912,163.8039,-30.99,2055.4441,7.3604,6.2476,8.6091,-14.4669,-60.1806,8.3449,9.3171,6.5787,0,77.3982,21.0737,8.4554,2.2186,0.1813,28.7392
4086,0,0,146.7272,7.0098,15.1857,15.1857,19.0348,116.9068,-31.11,2029.8235,6.8154,5.8286,11.7334,-12.7711,-59.1108,8.1925,11.0447,8.1554,0,77.3517,21.0408,8.3319,2.193,0.1879,30.2325
4086.5,0,0,159.1225,8.6086,17.4554,17.4554,21.1632,93.4666,-30.86,2028.3282,6.2845,5.4527,9.1131,-12.3295,-58.2476,8.1616,7.6208,5.8982,0,77.6848,21.2764,8.4861,2.2108,0.2111,29.1907
4087,0,0,173.1506,14.288,23.4991,23.4991,26.5667,89.8658,-30.86,2034.4037,5.7753,5.1303,6.482,-11.4735,-57.4937,8.2288,4.2527,3.412,0,78.8671,22.1125,8.6344,2.2689,0.2377,25.7929
4087.5,0,0,185.9451,19.0749,27.9788,27.9788,30.54,95.4776,-30.86,2033.1906,5.3779,4.8809,6.3732,-10.7192,-56.8162,8.2898,3.3542,2.8012,0,80.4191,23.2101,8.7255,2.3458,0.2506,21.2963
4088,0,0,194.4474,18.5552,27.5234,27.5234,30.1182,101.6163,-30.5,2052.1487,5.1428,4.7168,6.6886,-10.6642,-56.2551,8.316,3.2313,2.8214,0,81.5711,24.0248,8.7649,2.4175,0.245,17.1059
4088.5,0,0,199.2813,15.6717,24.7971,24.7971,27.6914,103.2513,-31.11,2066.8569,5.018,4.6444,6.7422,-11.2286,-55.909,8.3172,3.1776,2.7311,0,82.0029,24.3302,8.7561,2.4693,0.2282,14.0757
4089,0,0,201.8206,13.3519,22.536,22.536,25.7327,102.2775,-30.86,2050.0769,4.9549,4.6717,6.629,-12.4372,-55.9063,8.2809,3.2331,2.6285,0,81.8424,24.2167,8.6105,2.5037,0.2111,12.0662
4089.5,0,0,200.2042,12.2189,21.488,21.488,24.8193,100.2964,-29.88,2044.9202,4.9949,4.812,6.5171,-15.0783,-56.3705,8.2139,3.4239,2.8962,0,81.1056,23.6956,8.3341,2.5336,0.1973,10.3162
4090,0,0,192.6024,11.0924,20.2533,20.2533,23.727,93.6982,-29.27,2015.3976,5.192,5.0806,6.481,-20.2707,-57.3756,8.1375,5.1214,4.4748,0,79.4468,22.5225,8.1799,2.5676,0.182,8.3261
4090.5,0,0,181.7919,8.8503,17.8088,17.8088,21.4924,77.7863,-28.41,1966.1633,5.5008,5.4843,8.4567,-27.3738,-58.8985,8.0612,11.464,9.5801,0,76.5732,20.4902,8.0197,2.6026,0.1591,6.2783
4091,0,0,172.1233,7.1043,15.3524,15.3524,19.1917,57.9646,-28.41,2101.8445,5.8098,6.0069,16.0338,-33.5331,-60.7931,8.0014,19.844,16.3463,0,72.8028,17.8238,7.8789,2.6255,0.1279,4.9423
4091.5,0,0,164.516,6.0756,13.8307,13.8307,17.7552,45.4422,-28.28,2310.9644,6.0784,6.6019,20.7157,-35.873,-62.826,7.9667,20.4375,17.0967,0,69.1363,15.2307,7.849,2.6223,0.0966,5.1313
4092,0,0,156.8881,5.3133,12.6961,12.6961,16.6722,42.8046,-30,2292.8831,6.374,7.207,16.9689,-33.0796,-64.7717,7.9535,13.6051,11.9177,0,66.7009,13.5084,7.8511,2.5957,0.0796,6.685
4092.5,0,0,146.9182,4.6141,11.5707,11.5707,15.5821,46.0984,-31.11,2188.0942,6.8065,7.7791,12.2816,-26.176,-66.5194,7.9555,7.6898,7.0226,1,65.945,12.9739,7.857,2.5694,0.0861,8.222
4093,0,0,134.0212,3.7291,10.6886,10.6886,14.7155,49.2484,-31.97,2110.5732,7.4615,8.3126,8.6044,-19.1254,-68.1195,7.9576,5.8568,4.7083,1,66.2814,13.2118,7.8567,2.5637,0.1066,8.5557
4093.5,0,0,121.147,2.8598,9.6915,9.6915,13.7255,45.6041,-32.22,2018.3479,8.2544,8.8115,8.4076,-17.0672,-69.7373,7.9517,10.4702,7.0036,0,66.5972,13.435,7.8341,2.5772,0.1192,7.7665
4094,0,0,113.2127,2.7464,8.6651,8.6651,12.6977,36.0639,-31.97,1912.1482,8.8329,9.2429,13.8211,-20.7476,-71.541,7.939,19.5912,14.8783,0,66.1018,13.0847,7.8011,2.5955,0.1095,6.6976
4094.5,0,0,112.1178,2.567,8.1426,8.1426,12.172,27.8514,-31.6,1836.1642,8.9192,9.523,21.9476,-26.0953,-73.592,7.9227,22.8545,22.1518,0,64.7509,12.1293,7.7902,2.6072,0.0818,6.0098
4095,0,0,115.625,2.5562,8.1186,8.1186,12.1478,25.7263,-31.36,1858.0684,8.6487,9.5642,23.6183,-28.9855,-75.8066,7.9136,19.938,22.6121,0,63.141,10.9908,7.7897,2.6112,0.0525,5.7772
4095.5,0,0,119.9521,2.6418,8.3248,8.3248,12.3554,28.8457,-31.36,1974.1084,8.3367,9.3488,17.6197,-27.585,-78.0133,7.9129,19.0619,18.4792,0,62.048,10.2178,7.7904,2.6106,0.0335,5.8108
4096,0,0,122.5091,2.7776,8.8196,8.8196,12.8529,32.8146,-31.6,2006.3539,8.1627,8.9516,12.2532,-22.7316,-80.061,7.9089,20.6332,15.7828,0,61.837,10.0686,7.7899,2.6064,0.025,6.0595
4096.5,0,0,123.566,2.8392,9.5975,9.5975,13.6318,33.5323,-31.6,1960.4615,8.0928,8.4922,11.2791,-17.2098,-81.9005,7.9008,21.9754,15.5855,0,62.2653,10.3715,7.7893,2.5989,0.0228,6.497
4097,0,0,125.1131,3.1239,10.155,10.155,14.187,32.0456,-31.23,1938.5803,7.9928,8.0752,11.0537,-13.6366,-83.5833,7.8931,21.9054,15.9358,0,62.8586,10.7911,7.7889,2.5911,0.0244,6.9518
4097.5,0,0,128.098,3.4275,10.4415,10.4415,14.4711,32.9061,-31.23,1949.7175,7.8065,7.7675,9.8907,-12.9839,-85.1971,7.8879,19.9658,16.7866,0,63.3185,11.1163,7.7884,2.5856,0.0287,7.2726
4098,0,0,131.4801,3.7468,10.7028,10.7028,14.7296,34.5963,-31.48,2010.1174,7.6057,7.6054,9.8569,-15.2779,-86.7958,7.881,16.5716,16.9282,0,63.5254,11.2626,7.7889,2.5819,0.0335,7.4885
4098.5,0,0,133.2647,3.6379,10.615,10.615,14.6428,33.7523,-31.85,2014.3071,7.5039,7.6077,11.486,-20.4967,-88.3656,7.866,13.0686,15.5859,0,63.3521,11.1401,7.7953,2.5788,0.0371,7.6725
4099,0,1,132.1136,2.9795,9.9686,9.9686,14.0017,31.1076,-32.34,1940.0786,7.5692,7.7837,12.8529,-28.6473,-89.8263,7.8463,10.9354,14.1375,0,62.6524,10.6452,7.8061,2.5771,0.0393,7.7734
4099.5,0,0,128.2984,2.8071,9.1255,9.1255,13.1597,28.7437,-32.22,1866.3383,7.7943,8.133,15.8459,-38.9851,-91.0436,7.8209,9.9312,13.6783,0,61.4176,9.772,7.8102,2.5782,0.0405,7.7069
4100,0,0,122.8161,2.6734,8.4127,8.4127,12.4439,27.3599,-31.6,1865.9019,8.1423,8.6404,25.0099,-49.2241,-91.8394,7.7918,9.2348,13.4837,0,59.8718,8.6788,7.8098,2.5813,0.0406,7.526
4100.5,0,0,116.2994,2.4516,7.9051,7.9051,11.9326,26.9422,-31.48,1896.5775,8.5985,9.2656,41.4935,-56.5721,-92.0066,7.7666,8.6364,13.1397,0,58.39,7.6308,7.8108,2.5834,0.0394,7.4022
4101,0,0,109.3428,2.3092,7.6433,7.6433,11.6685,28.351,-31.11,1938.0272,9.1455,9.939,52.6368,-59.3872,-91.3364,7.7449,8.522,13.048,0,57.3246,6.8774,7.8262,2.5836,0.0381,7.3921
4101.5,0,0,102.6904,2.2856,7.6005,7.6005,11.6253,31.6437,-30.99,1977.172,9.738,10.5695,48.9576,-57.5821,-89.6608,7.7289,9.116,13.5979,0,56.8723,6.5575,7.8515,2.5854,0.0383,7.2887
4102,0,0,96.5661,2.367,7.7479,7.7479,11.7741,35.4812,-30.99,1991.6248,10.3556,11.0747,38.9893,-51.957,-86.9018,7.7252,10.6402,14.8338,0,57.0578,6.6887,7.8637,2.5923,0.0401,6.8813
4102.5,0,0,91.1506,2.5592,8.1251,8.1251,12.1544,41.6986,-30.86,2002.9116,10.9709,11.4133,34.2195,-43.6129,-83.1182,7.7497,14.2084,16.8622,0,57.8075,7.2189,7.8728,2.6025,0.0412,6.2862
4103,0,0,87.2387,2.7396,8.6368,8.6368,12.6693,52.1665,-30.86,2031.6279,11.4628,11.5919,28.395,-33.674,-78.53,7.8121,17.6488,17.5563,0,59.0009,8.0629,7.8846,2.6108,0.0393,5.8
4103.5,0,0,85.1425,2.8034,9.0473,9.0473,13.0814,65.1193,-30.99,2037.9199,11.745,11.6357,18.0825,-23.3755,-73.4991,7.8816,16.451,15.1987,0,60.437,9.0785,7.8909,2.6157,0.036,5.516
4104,0,0,84.4154,2.814,9.3421,9.3421,13.3765,78.2214,-31.11,2031.8779,11.8462,11.5526,12.1767,-15.4171,-68.4541,7.9278,13.4418,12.9002,0,61.8216,10.0577,7.8924,2.6189,0.0341,5.3294
4104.5,0,0,84.9629,2.8903,9.7881,9.7881,13.8219,91.0275,-31.11,1998.932,11.7698,11.3308,11.7039,-13.6756,-63.7845,7.9535,14.3446,15.7063,0,62.9439,10.8514,7.8925,2.6199,0.0347,5.2693
4105,0,0,86.9415,3.3537,10.3776,10.3776,14.4078,106.4192,-30.86,1985.5139,11.502,10.977,15.6438,-17.7148,-59.753,7.9649,19.711,26.6946,0,63.9308,11.5493,7.892,2.6159,0.0384,5.5049
4105.5,0,0,89.9331,3.9534,10.8723,10.8723,14.8967,128.5069,-30.74,1985.4063,11.1194,10.5534,27.4179,-21.9591,-56.4665,7.9709,21.1702,32.1777,0,65.1744,12.4288,7.8921,2.6092,0.049,5.8961
4106,0,0,93.1083,4.3531,11.2523,11.2523,15.2704,151.6735,-30.62,1983.7438,10.7402,10.1639,26.0505,-21.939,-53.9051,7.9791,14.955,20.8968,0,66.852,13.6153,7.8938,2.6097,0.0691,5.8655
4106.5,0,0,95.2902,4.3781,11.2799,11.2799,15.2975,164.4354,-30.74,2018.7415,10.4943,9.9017,12.2825,-17.1026,-51.9755,7.983,10.1471,9.8858,0,68.5699,14.8302,7.8946,2.6231,0.092,5.0818
4107,0,0,95.7244,3.5821,10.5697,10.5697,14.598,160.8839,-30.74,2059.1599,10.4467,9.8089,8.4752,-10.9194,-50.5562,7.9732,10.6531,8.4538,0,69.577,15.5424,7.8943,2.6419,0.1044,3.9838
4107.5,0,0,95.1362,2.8303,9.5407,9.5407,13.5751,142.189,-30.74,2032.2593,10.5112,9.8695,11.8043,-8.0544,-49.5219,7.9498,12.2869,10.4052,0,69.3559,15.386,7.8961,2.6529,0.0991,3.3364
4108,0,0,94.8757,2.7627,8.7392,8.7392,12.7721,116.3675,-30.62,2011.9666,10.5401,10.0246,14.455,-8.8668,-48.7576,7.9304,12.5475,11.0353,0,68.0638,14.4722,7.897,2.6517,0.0823,3.4078
4108.5,0,0,95.5621,2.5777,8.167,8.167,12.1966,97.0105,-30.86,2033.1707,10.4644,10.1994,14.5846,-10.5096,-48.1692,7.9262,11.9309,10.5237,1,66.432,13.3182,7.8973,2.6451,0.0666,3.7931
4109,0,0,96.4868,2.4487,7.8995,7.8995,11.927,87.6372,-30.37,2058.9194,10.3641,10.3281,14.2648,-11.0307,-47.6901,7.9255,10.6736,9.4747,0,65.2107,12.4545,7.8971,2.6405,0.0582,4.065
4109.5,0,0,96.3302,2.6312,8.2969,8.2969,12.3275,81.7365,-30.5,2049.3501,10.381,10.3698,13.4472,-9.853,-47.2795,7.9213,9.5161,8.4425,0,64.7163,12.1049,7.8972,2.6372,0.0546,4.2571
4110,0,0,94.9407,2.8168,9.3981,9.3981,13.4325,75.2167,-30.37,2062.8706,10.5329,10.3108,13.0006,-7.24,-46.9147,7.92,9.3866,8.2517,0,64.8557,12.2035,7.899,2.6303,0.0512,4.6602
4110.5,0,0,93.6405,3.6207,10.6011,10.6011,14.629,69.9615,-30.13,2093.5535,10.6791,10.1609,12.2005,-3.9344,-46.5846,7.9293,9.7568,8.067,0,65.4096,12.5952,7.9008,2.6177,0.0462,5.3994
4111,0,0,93.5532,4.2998,11.195,11.195,15.2142,70.3343,-30.37,2076.4905,10.6891,9.9472,10.5327,-0.7714,-46.2905,7.9516,9.5256,7.3755,0,66.2005,13.1545,7.9048,2.6036,0.0411,6.2222
4111.5,0,0,94.7872,4.0469,10.9526,10.9526,14.9758,75.6022,-30.37,2086.885,10.5499,9.7046,9.4664,1.4769,-46.0468,7.9726,8.7586,6.7989,0,67.0816,13.7777,7.9094,2.5957,0.0392,6.6861
4112,0,0,96.8554,3.1319,10.1638,10.1638,14.1957,78.0799,-30.86,2109.5969,10.3247,9.4645,9.2063,2.3387,-45.8738,7.9801,8.6265,7.1019,0,67.8903,14.3496,7.9116,2.5974,0.0417,6.5874
4112.5,0,0,99.2253,2.8242,9.4897,9.4897,13.5241,74.9942,-30.74,2085.5713,10.0781,9.246,9.5583,1.9496,-45.7828,7.9834,9.0566,7.764,0,68.4601,14.7525,7.9114,2.604,0.046,6.1998
4113,0,0,101.52,2.8165,9.3932,9.3932,13.4276,72.2878,-30.37,2053.9895,9.8503,9.0544,9.6383,0.8203,-45.7648,7.9877,9.5474,7.9044,0,68.6617,14.8951,7.9114,2.6066,0.0478,6.044
4113.5,0,0,103.7164,2.9283,9.8767,9.8767,13.9102,71.6112,-30.25,2012.2418,9.6417,8.8848,9.3904,-0.6732,-45.794,7.9896,10.6986,8.3898,0,68.4253,14.728,7.9115,2.6008,0.0452,6.3847
4114,0,0,106.1082,3.7496,10.7051,10.7051,14.7318,70.3959,-30.13,2069.4771,9.4243,8.7292,10.1832,-2.1782,-45.8418,7.9922,11.7072,9.0533,0,67.7281,14.2349,7.9105,2.5905,0.0413,6.9902
4114.5,0,0,108.6359,4.4837,11.4031,11.4031,15.4182,70.4904,-30.37,2137.0364,9.2051,8.5829,10.922,-2.9976,-45.8893,7.994,11.9801,8.9223,0,66.6581,13.4782,7.9115,2.5837,0.0404,7.3836
4115,0,0,110.9031,4.5184,11.4461,11.4461,15.4602,75.467,-30.99,2085.6016,9.0169,8.4458,10.0267,-2.6995,-45.9291,7.991,12.1201,8.7909,0,65.6214,12.745,7.9118,2.5853,0.0431,7.2925
4115.5,0,0,112.8703,3.9621,10.8796,10.8796,14.904,81.7425,-31.6,2013.8386,8.8597,8.3175,8.5071,-2.0058,-45.959,7.985,11.3592,8.3565,0,65.2661,12.4937,7.9106,2.5925,0.0457,6.873
4116,0,0,114.8907,3.3735,10.3949,10.3949,14.425,81.9833,-31.36,1970.7633,8.7039,8.1914,8.2973,-2.3098,-45.9809,7.9739,10.003,7.6213,0,65.8295,12.8922,7.9105,2.5981,0.0444,6.5422
4116.5,0,0,117.438,3.598,10.5826,10.5826,14.6108,75.4597,-31.48,1926.5365,8.5151,8.0523,9.2293,-4.0841,-46.0046,7.9643,9.1476,7.8033,0,66.8029,13.5806,7.912,2.5972,0.0402,6.5943
4117,0,0,120.8338,4.4474,11.3596,11.3596,15.3755,69.6986,-31.36,1894.1151,8.2758,7.8825,10.6083,-6.3165,-46.0534,7.9669,9.358,8.8475,0,67.5927,14.1391,7.9126,2.5915,0.0382,6.9283
4117.5,0,0,124.8618,5.085,12.3085,12.3085,16.2987,71.0928,-30.86,1944.4257,8.0089,7.6707,10.7722,-7.7509,-46.1617,7.9753,9.3719,8.8132,0,68.1495,14.5329,7.912,2.5877,0.0433,7.1508
4118,0,0,129.1968,5.5163,13.0255,13.0255,16.988,76.5908,-31.11,1980.2324,7.7401,7.4184,9.0276,-8.2616,-46.3641,7.981,10.9197,7.9415,0,68.7262,14.9407,7.912,2.59,0.0552,7.0156
4118.5,0,0,134.1046,5.7052,13.3101,13.3101,17.2599,80.4889,-30.99,1979.1943,7.4569,7.1425,8.6183,-8.7139,-46.6808,7.9806,16.0655,8.0187,0,69.4645,15.4629,7.9112,2.5938,0.0691,6.7948
4119,0,0,139.7081,5.8103,13.4616,13.4616,17.4043,81.7722,-30.99,2016.7852,7.1578,6.8762,9.5729,-9.3599,-47.1126,7.9734,17.7291,8.1914,0,70.4129,16.1336,7.9116,2.5893,0.0809,7.056
4119.5,0,0,145.0203,5.9238,13.6214,13.6214,17.5564,82.4635,-31.11,2031.9448,6.8956,6.6675,9.7582,-9.251,-47.6506,7.9711,12.1878,7.0364,0,71.626,16.9915,7.9174,2.5749,0.0914,7.9017
4120,0,0,148.234,5.8531,13.5223,13.5223,17.4621,86.434,-30.99,2023.334,6.7461,6.5741,8.2038,-7.9095,-48.2954,7.9806,7.6372,5.3499,0,72.9881,17.9548,7.9309,2.5623,0.1033,8.6354
4120.5,0,0,147.4425,5.1818,12.4736,12.4736,16.458,92.0391,-30.86,2029.1694,6.7823,6.6563,6.5027,-7.2602,-49.0669,7.9925,5.9837,3.7423,0,73.964,18.6449,7.9563,2.5664,0.1161,8.3979
4121,0,0,142.0184,3.3658,10.3882,10.3882,14.4183,93.025,-30.74,2021.0466,7.0413,6.972,6.3976,-11.1672,-49.991,7.9999,5.5556,3.2746,0,73.7059,18.4624,7.9678,2.592,0.1254,6.8977
4121.5,0,0,133.2415,2.6896,8.4616,8.4616,12.4932,87.9542,-30.74,2012.7754,7.5052,7.5754,8.1136,-20.4538,-51.0653,7.998,6.0977,4.8233,0,71.619,16.9866,7.9516,2.6307,0.1254,4.6398
4122,0,0,122.5488,2.0185,7.052,7.052,11.0715,77.3503,-30.62,2032.0848,8.16,8.5133,14.9593,-30.7372,-52.2233,7.9843,10.8042,9.0818,0,67.9239,14.3733,7.9393,2.664,0.1129,2.6916
4122.5,0,0,110.5836,1.8295,6.1341,6.1341,10.1441,63.6996,-30.62,2048.3962,9.0429,9.8126,28.0802,-37.3698,-53.3235,7.9676,21.8067,16.9146,0,63.6502,11.3509,7.9346,2.6772,0.0917,1.9185
4123,0,0,98.0289,1.7346,5.7794,5.7794,9.7858,53.4314,-30.62,2047.75,10.2011,11.4626,34.9178,-38.3844,-54.1812,7.9524,31.9924,24.643,1,60.0267,8.7883,7.9362,2.6711,0.073,2.2767
4123.5,0,0,85.4594,1.7692,5.8876,5.8876,9.8951,49.7485,-30.62,2047.9655,11.7015,13.4021,31.2792,-33.9535,-54.6329,7.9401,31.3016,25.6249,1,57.8146,7.2239,7.9397,2.6568,0.0648,3.1097
4124,0,0,72.814,1.8109,6.0458,6.0458,10.0548,49.9747,-30.74,2048.6648,13.7336,15.5259,25.036,-25.2938,-54.6026,7.9378,23.6968,21.6883,0,57.0761,6.7016,7.9405,2.6435,0.0655,3.8891
4124.5,0,0,60.5506,1.7588,5.8535,5.8535,9.8607,50.8622,-30.62,2035.241,16.5151,17.704,23.0754,-14.467,-54.1316,7.9402,17.5486,18.1475,0,57.3755,6.9133,7.9412,2.6356,0.0694,4.3496
4125,0,0,50.5399,1.5812,5.393,5.393,9.396,51.6073,-30.5,2030.6832,19.7863,19.7864,20.8868,-4.9586,-53.354,7.9404,14.1021,14.4694,0,58.1021,7.4272,7.9484,2.6359,0.0728,4.3315
4125.5,0,0,44.3233,1.3761,4.9488,4.9488,8.9484,51.5289,-30.25,2034.6699,22.5615,21.578,18.1704,-1.0861,-52.435,7.9413,13.3981,12.2387,0,58.7066,7.8547,7.9596,2.6439,0.0736,3.8648
4126,0,0,41.9505,1.2486,4.6683,4.6683,8.6662,48.7242,-30.25,2050.8933,23.8376,22.8174,19.1429,-4.757,-51.5079,7.9364,17.0424,14.4914,0,58.8553,7.9599,7.964,2.6531,0.0684,3.3272
4126.5,0,0,42.4679,1.2364,4.6403,4.6403,8.6382,44.8541,-30.62,2083.5667,23.5472,23.2521,32.2749,-12.6875,-50.6395,7.9267,27.945,22.3347,0,58.5335,7.7323,7.9666,2.6549,0.0551,3.2209
4127,0,0,44.6055,1.3718,4.9395,4.9395,8.9391,43.2498,-30.62,2094.2844,22.4187,22.8242,50.0825,-19.3264,-49.8319,7.9291,37.5692,30.0333,0,58.0609,7.3981,7.968,2.6473,0.0375,3.6688
4127.5,0,0,47.0536,1.6293,5.5046,5.5046,9.5086,44.6229,-30.86,2066.655,21.2524,21.7684,47.8552,-20.8039,-49.0532,7.9406,35.2301,27.9786,0,57.9443,7.3156,7.969,2.636,0.0243,4.3265
4128,0,1,48.4411,1.8292,6.1324,6.1324,10.1423,48.9756,-30.74,2022.214,20.6436,20.4529,31.0031,-15.8933,-48.2744,7.9505,26.4049,19.8227,0,58.5266,7.7274,7.9722,2.6275,0.0207,4.8223
4128.5,1,0,48.3588,1.931,6.7417,6.7417,10.758,55.3277,-30.74,2015.0874,20.6788,19.1288,16.6455,-6.9953,-47.4944,7.9621,20.6215,15.654,0,59.6483,8.5207,7.9756,2.6233,0.0237,5.0687
4129,0,0,48.3274,2.163,7.3723,7.3723,11.395,59.0423,-30.5,2046.7529,20.6922,17.8364,12.8707,-0.3047,-46.7389,7.9681,28.6144,26.5817,0,60.75,9.2998,7.976,2.6222,0.0271,5.1359
4129.5,0,0,50.6049,2.3834,7.7778,7.7778,11.8042,55.8385,-30.37,2038.7604,19.7609,16.4902,19.9783,-0.1262,-46.0408,7.9592,44.3953,52.6679,0,61.4151,9.7702,7.9761,2.6241,0.0284,5.0253
4130,0,0,56.2296,2.4488,7.8996,7.8996,11.9271,50.7832,-30.13,2054.6643,17.7842,15.0365,26.1408,-3.6507,-45.4196,7.9488,40.8087,57.5702,0,61.7628,10.0161,7.9798,2.63,0.0297,4.6767
4130.5,0,0,64.0164,2.5855,8.1849,8.1849,12.2147,51.0547,-30.25,2097.8376,15.621,13.5454,19.9104,-5.5959,-44.8794,7.9506,23.0443,32.6261,0,62.3065,10.4007,7.9839,2.6385,0.0327,4.1824
4131,0,0,71.5069,2.7727,8.7917,8.7917,12.8249,55.9424,-30.13,2106.1472,13.9847,12.1651,13.7956,-3.5369,-44.4205,7.9654,13.258,14.1068,0,63.4873,11.2357,7.9891,2.6438,0.0356,3.869
4131.5,0,0,77.4429,2.8335,9.5631,9.5631,13.5974,62.0644,-30.37,2071.3408,12.9127,11.0177,10.7851,1.1873,-44.0549,7.9844,10.617,9.0574,0,65.3113,12.5256,7.9943,2.641,0.0368,4.0331
4132,0,0,82.322,3.4144,10.4303,10.4303,14.46,68.1666,-30.25,2071.2759,12.1474,10.143,9.2903,5.5749,-43.813,7.9944,9.7761,7.7242,0,67.3616,13.9757,7.9957,2.6313,0.0368,4.6012
4132.5,0,0,87.0721,4.0938,10.9944,10.9944,15.017,75.1516,-30,2107.5378,11.4847,9.5055,8.798,7.4676,-43.7407,7.996,10.0544,6.9766,0,69.0767,15.1886,7.9963,2.6216,0.0376,5.1689
4133,0,0,92.2757,4.1797,11.0745,11.0745,15.0958,82.3884,-30,2107.0034,10.8371,9.017,8.5015,6.1147,-43.8868,7.9953,11.3471,6.9211,0,70.0061,15.8459,7.9961,2.6163,0.04,5.4784
4133.5,0,0,98.5978,4.3662,11.2667,11.2667,15.2845,85.8967,-30.25,2109.7039,10.1422,8.5609,8.3414,1.5503,-44.2834,7.9884,14.5147,8.4568,0,70.0077,15.847,7.9961,2.6106,0.0434,5.8142
4134,0,0,107.182,4.9392,12.0642,12.0642,16.0622,83.1657,-30.37,2100.3047,9.3299,8.0308,10.2381,-5.0246,-44.927,7.9858,18.1841,11.3431,0,69.4471,15.4506,7.9969,2.5941,0.0493,6.7794
4134.5,0,0,118.9919,5.5551,13.0856,13.0856,17.0455,75.8519,-30.37,2063.0161,8.4039,7.3809,13.9251,-11.0297,-45.767,8.0064,16.735,11.8375,0,69.1785,15.2606,7.9992,2.5643,0.0643,8.5181
4135,0,0,133.5175,5.8809,13.5613,13.5613,17.4992,68.9342,-30.5,2040.3492,7.4897,6.6496,13.6798,-13.7708,-46.7093,8.0496,10.3306,8.3266,0,70.1238,15.9291,8.0156,2.5313,0.094,10.4531
4135.5,0,0,149.3122,6.2311,14.0421,14.0421,17.9556,69.6905,-30.13,2078.6853,6.6974,5.9226,8.6075,-12.2116,-47.6362,8.1256,4.8501,4.5037,0,72.7267,17.77,8.0718,2.5041,0.133,12.0428
4136,0,0,166.0052,7.6443,16.1919,16.1919,19.9801,77.2222,-30.25,2092.7327,6.0239,5.2749,5.8092,-7.9046,-48.4401,8.2783,2.8922,2.9448,0,76.6907,20.5733,8.1638,2.4846,0.1694,13.1797
4136.5,0,0,183.745,11.0574,20.2064,20.2064,23.6851,81.8475,-30.25,2076.3342,5.4423,4.7431,5.1892,-3.9207,-49.054,8.534,2.2989,2.5538,0,81.1322,23.7144,8.3092,2.4728,0.1948,13.8724
4137,0,0,202.0547,14.0651,23.2733,23.2733,26.3713,83.2494,-30.13,2073.2793,4.9492,4.3318,4.8314,-2.4332,-49.463,8.8363,1.942,2.3177,0,85.0685,26.4982,8.4717,2.4681,0.2066,14.1448
4137.5,0,0,220.8607,16.2089,25.2742,25.2742,28.1074,86.1352,-30.25,2070.0374,4.5277,4.0295,4.7641,-3.4943,-49.6889,9.0667,1.9399,2.2081,0,87.9279,28.5205,8.5735,2.4686,0.2055,14.1163
4138,0,0,239.9973,18.0386,27.0377,27.0377,29.6748,88.7457,-30.25,2092.4084,4.1667,3.8201,4.8299,-5.9607,-49.764,9.1457,2.1372,2.2018,2,89.6846,29.7628,8.6141,2.4712,0.1949,13.9645
4138.5,0,0,256.8535,18.6019,27.5655,27.5655,30.157,89.0803,-30.25,2103.7471,3.8933,3.6879,4.8365,-8.5847,-49.7191,9.0986,2.2783,2.1637,2,90.6045,30.4134,8.6197,2.4724,0.18,13.8962
4139,0,0,268.409,18.0355,27.0347,27.0347,29.6721,89.3789,-30.37,2077.7874,3.7257,3.6178,4.7977,-10.7651,-49.5922,9.0185,2.2821,2.1526,0,90.9281,30.6422,8.5496,2.4702,0.1663,14.0208
4139.5,0,0,274.1682,17.539,26.5372,26.5372,29.224,89.5369,-30.25,2064.5703,3.6474,3.5944,4.849,-12.6031,-49.4442,8.9413,2.238,2.1888,0,90.7192,30.4945,8.4233,2.4679,0.158,14.1575
4140,0,0,275.6111,17.856,26.8574,26.8574,29.5118,88.005,-30.25,2060.3643,3.6283,3.6004,5.1684,-14.2587,-49.3551,8.8395,2.1803,2.1644,0,89.9808,29.9723,8.3597,2.4699,0.1557,14.0395
4140.5,0,0,275.1926,18.481,27.4557,27.4557,30.056,87.6159,-30.37,2056.198,3.6338,3.6184,5.596,-15.6088,-49.3942,8.7306,2.209,2.1932,0,88.9086,29.214,8.3215,2.4759,0.1582,13.689
4141,0,0,275.0427,18.2087,27.2016,27.2016,29.8238,89.0027,-30.25,2044.1462,3.6358,3.6331,5.8066,-16.3874,-49.5847,8.6849,2.2408,2.337,0,87.9386,28.528,8.2896,2.4812,0.1645,13.3813
4141.5,0,0,275.7761,16.802,25.8123,25.8123,28.58,90.5303,-30.25,2063.4458,3.6261,3.6351,5.6493,-16.4621,-49.8896,8.7508,2.1601,2.3577,0,87.4859,28.2078,8.3744,2.483,0.1741,13.2777
